"","dim","ntrain","mtry_first","mtry_second","min_node_size_spl_first","min_node_size_spl_second","min_node_size_ave_first","min_node_size_ave_second","splitratio_first","splitratio_second","replace_first","replace_second","sample_fraction_first","sample_fraction_second","RsparseT2weak"
"883",12,1000,7,3,3,1,30,10,0.8,0.05,TRUE,TRUE,0.3,0.5,NA
"884",12,1000,11,11,3,10,1,30,0.8,0.3,TRUE,FALSE,0.9,0.1,NA
"885",12,1000,11,11,1,30,1,30,0.5,0.2,FALSE,FALSE,1,0.5,NA
"886",12,1000,4,5,30,10,3,100,0.1,0.1,TRUE,TRUE,0.1,0.7,NA
"887",12,1000,5,11,30,30,10,1,0.5,0.2,TRUE,TRUE,0.01,0.7,NA
"888",12,1000,6,11,100,1,30,10,0.1,0.2,TRUE,FALSE,0.01,0.7,NA
"889",12,1000,11,6,3,10,30,1,0.2,0.1,TRUE,FALSE,0.1,0.5,NA
"890",12,1000,1,4,3,1,30,30,0.5,0.05,TRUE,TRUE,0.7,0.01,NA
"891",12,1000,5,8,1,100,3,1,0.2,0.8,FALSE,TRUE,0.9,0.632,NA
"892",12,1000,8,11,30,1,30,30,0.1,0.8,TRUE,TRUE,0.3,0.9,NA
"893",12,1000,8,6,1,30,10,1,0.1,0.3,FALSE,TRUE,0.7,0.01,NA
"894",12,1000,5,8,1,10,3,3,0.05,0.2,FALSE,TRUE,0.3,0.632,NA
"895",12,1000,12,5,10,30,3,1,0.05,0.5,FALSE,TRUE,0.01,1,NA
"896",12,1000,8,9,3,1,30,3,0.05,0.05,TRUE,FALSE,0.9,0.1,NA
"897",12,1000,7,3,30,30,3,3,0.1,0.2,FALSE,TRUE,0.3,1,NA
"898",12,1000,3,5,1,10,1,3,0.1,0.3,FALSE,FALSE,0.632,0.5,NA
"899",12,1000,5,8,3,1,100,3,0.3,0.2,TRUE,FALSE,0.3,0.1,NA
"900",12,1000,11,8,1,30,100,10,0.05,0.05,FALSE,TRUE,0.632,0.01,NA
"901",12,1000,12,5,30,3,10,3,0.2,0.1,FALSE,FALSE,0.3,0.632,NA
"902",12,1000,7,1,30,100,10,30,0.8,0.5,TRUE,FALSE,0.7,0.01,NA
"903",12,1000,10,7,1,30,3,100,0.3,0.3,TRUE,TRUE,0.9,0.632,NA
"904",12,1000,9,1,30,3,10,10,0.8,0.1,TRUE,FALSE,0.01,1,NA
"905",12,1000,2,7,10,30,3,10,0.05,0.5,TRUE,FALSE,0.5,0.9,NA
"906",12,1000,3,12,100,3,30,3,0.1,0.2,TRUE,FALSE,0.01,0.9,NA
"907",12,1000,9,5,3,100,30,1,0.8,0.1,TRUE,FALSE,0.5,0.7,NA
"908",12,1000,3,4,30,100,3,30,0.1,0.2,FALSE,FALSE,0.632,1,NA
"909",12,1000,9,10,3,3,3,1,0.8,0.05,TRUE,FALSE,0.7,0.3,NA
"910",12,1000,9,8,3,1,100,10,0.5,0.3,TRUE,TRUE,0.5,0.1,NA
"911",12,1000,3,12,10,10,1,3,0.2,0.5,TRUE,FALSE,1,1,NA
"912",12,1000,1,7,30,3,100,100,0.5,0.5,FALSE,FALSE,0.1,0.632,NA
"913",12,1000,11,5,100,10,1,10,0.05,0.1,FALSE,TRUE,0.5,1,NA
"914",12,1000,4,8,3,30,30,1,0.5,0.3,FALSE,FALSE,0.3,0.5,NA
"915",12,1000,3,11,10,30,30,10,0.5,0.5,TRUE,FALSE,0.5,1,NA
"916",12,1000,12,9,30,30,100,1,0.05,0.5,TRUE,TRUE,0.3,1,NA
"917",12,1000,5,5,100,30,1,10,0.5,0.8,TRUE,TRUE,0.1,0.5,NA
"918",12,1000,1,7,10,3,1,1,0.8,0.5,TRUE,TRUE,0.632,0.9,NA
"919",12,1000,11,3,3,10,100,1,0.8,0.5,FALSE,TRUE,0.7,0.01,NA
"920",12,1000,5,2,30,100,100,30,0.2,0.3,FALSE,TRUE,0.7,0.1,NA
"921",12,1000,11,1,10,1,1,100,0.2,0.3,FALSE,FALSE,0.632,0.7,NA
"922",12,1000,10,10,3,1,30,100,0.1,0.8,TRUE,FALSE,0.01,0.632,NA
"923",12,1000,3,6,10,1,100,1,0.5,0.05,TRUE,TRUE,0.7,0.01,NA
"924",12,1000,6,7,3,3,100,10,0.05,0.1,TRUE,TRUE,0.01,0.5,NA
"925",12,1000,5,9,1,3,3,3,0.05,0.05,TRUE,FALSE,0.7,0.7,NA
"926",12,1000,5,9,3,30,100,100,0.5,0.2,TRUE,FALSE,0.9,0.632,NA
"927",12,1000,5,7,100,3,1,3,0.8,0.1,TRUE,TRUE,0.5,0.9,NA
"928",12,1000,1,1,1,100,1,10,0.1,0.3,TRUE,FALSE,0.5,0.3,NA
"929",12,1000,12,7,3,3,10,100,0.05,0.8,TRUE,TRUE,0.7,0.01,NA
"930",12,1000,3,9,10,3,10,10,0.2,0.2,TRUE,TRUE,0.632,0.3,NA
"931",12,1000,12,11,3,3,30,1,0.05,0.05,TRUE,FALSE,0.1,0.632,NA
"932",12,1000,1,9,1,1,10,10,0.05,0.05,TRUE,FALSE,0.9,0.1,NA
"933",12,1000,6,12,10,10,30,1,0.3,0.2,TRUE,TRUE,0.9,0.7,NA
"934",12,1000,10,1,1,1,100,3,0.3,0.8,FALSE,TRUE,0.3,0.632,NA
"935",12,1000,11,3,10,100,3,10,0.8,0.3,TRUE,FALSE,0.7,0.1,NA
"936",12,1000,5,11,30,30,30,1,0.3,0.05,TRUE,FALSE,0.632,0.7,NA
"937",12,1000,2,10,1,10,30,1,0.2,0.3,TRUE,TRUE,0.632,0.632,NA
"938",12,1000,12,9,1,1,30,1,0.5,0.5,TRUE,TRUE,0.9,0.5,NA
"939",12,1000,6,1,1,10,3,100,0.1,0.05,TRUE,TRUE,0.01,0.5,NA
"940",12,1000,11,4,100,10,3,100,0.1,0.1,FALSE,FALSE,0.1,0.632,NA
"941",12,1000,6,12,10,100,30,30,0.8,0.2,FALSE,TRUE,0.7,0.01,NA
"942",12,1000,8,2,30,1,10,1,0.8,0.05,FALSE,FALSE,0.1,0.1,NA
"943",12,1000,10,3,1,30,30,10,0.5,0.2,FALSE,FALSE,0.1,0.3,NA
"944",12,1000,8,12,100,10,100,30,0.1,0.5,TRUE,FALSE,0.1,0.7,NA
"945",12,1000,5,7,3,100,30,3,0.1,0.8,FALSE,TRUE,0.9,0.632,NA
"946",12,1000,7,7,30,10,30,3,0.1,0.05,TRUE,FALSE,0.632,0.7,NA
"947",12,1000,11,2,30,30,10,30,0.2,0.5,FALSE,TRUE,0.3,0.9,NA
"948",12,1000,10,1,30,30,30,1,0.05,0.1,TRUE,FALSE,0.01,0.632,NA
"949",12,1000,10,5,3,100,3,100,0.05,0.5,FALSE,TRUE,0.7,0.7,NA
"950",12,1000,11,9,1,100,30,100,0.2,0.2,FALSE,FALSE,0.5,0.7,NA
"951",12,1000,10,2,1,10,10,30,0.3,0.05,TRUE,TRUE,0.9,0.632,NA
"952",12,1000,2,8,100,1,30,10,0.1,0.2,TRUE,TRUE,0.01,0.1,NA
"953",12,1000,11,9,10,1,30,30,0.5,0.2,FALSE,TRUE,0.7,0.01,NA
"954",12,1000,11,11,100,10,10,1,0.05,0.8,TRUE,FALSE,0.3,0.1,NA
"955",12,1000,3,8,3,3,30,100,0.5,0.2,TRUE,TRUE,0.01,0.9,NA
"956",12,1000,9,11,100,10,1,3,0.1,0.05,TRUE,FALSE,0.01,0.3,NA
"957",12,1000,3,3,1,30,100,10,0.8,0.1,FALSE,FALSE,0.7,0.3,NA
"958",12,1000,5,1,3,10,100,3,0.1,0.5,FALSE,TRUE,0.5,0.632,NA
"959",12,1000,11,1,1,30,10,100,0.3,0.8,FALSE,TRUE,0.9,0.632,NA
"960",12,1000,6,10,1,30,10,1,0.8,0.3,FALSE,FALSE,0.9,0.632,NA
"961",12,1000,7,5,30,100,30,1,0.3,0.3,FALSE,FALSE,0.01,0.5,NA
"962",12,1000,3,11,1,30,100,10,0.5,0.8,FALSE,FALSE,0.3,0.5,NA
"963",12,1000,9,8,10,100,30,100,0.1,0.05,TRUE,FALSE,0.9,1,NA
"964",12,1000,3,8,10,30,100,100,0.5,0.2,TRUE,TRUE,0.9,0.632,NA
"965",12,1000,9,1,100,1,1,100,0.5,0.8,FALSE,TRUE,0.5,1,NA
"966",12,1000,8,11,3,30,30,10,0.1,0.8,TRUE,FALSE,0.01,0.3,NA
"967",12,1000,5,7,10,30,3,3,0.2,0.1,FALSE,TRUE,1,0.5,NA
"968",12,1000,9,9,10,10,100,1,0.1,0.5,TRUE,TRUE,0.1,0.632,NA
"969",12,1000,1,9,1,1,100,3,0.3,0.8,FALSE,TRUE,1,0.9,NA
"970",12,1000,1,10,100,10,1,10,0.05,0.5,FALSE,TRUE,1,0.3,NA
"971",12,1000,7,1,10,1,1,3,0.05,0.2,FALSE,TRUE,1,0.5,NA
"972",12,1000,3,1,10,3,100,1,0.3,0.5,FALSE,FALSE,0.3,0.7,NA
"973",12,1000,8,4,10,10,1,100,0.05,0.2,TRUE,TRUE,1,0.1,NA
"974",12,1000,11,11,3,3,100,30,0.3,0.2,TRUE,FALSE,1,1,NA
"975",12,1000,1,6,10,10,100,30,0.5,0.05,TRUE,FALSE,0.9,0.3,NA
"976",12,1000,9,11,10,10,100,3,0.3,0.8,TRUE,FALSE,0.5,0.7,NA
"977",12,1000,12,10,1,30,30,3,0.2,0.05,FALSE,FALSE,0.9,0.01,NA
"978",12,1000,8,5,10,100,30,3,0.05,0.5,FALSE,FALSE,0.9,0.1,NA
"979",12,1000,3,4,30,100,3,3,0.1,0.05,TRUE,FALSE,0.5,0.7,NA
"980",12,1000,1,5,100,30,3,3,0.8,0.3,TRUE,TRUE,0.632,0.01,NA
"981",12,1000,8,7,10,30,10,3,0.3,0.3,TRUE,FALSE,0.3,0.9,NA
"982",12,1000,4,7,30,1,3,1,0.8,0.2,FALSE,TRUE,0.1,0.632,NA
"983",12,1000,10,9,10,10,100,1,0.5,0.2,FALSE,TRUE,0.5,0.01,NA
"984",12,1000,3,2,1,30,1,100,0.3,0.3,FALSE,TRUE,1,1,NA
"985",12,1000,12,1,100,1,3,30,0.1,0.3,TRUE,FALSE,0.1,1,NA
"986",12,1000,4,10,3,1,1,30,0.05,0.3,FALSE,TRUE,0.632,0.01,NA
"987",12,1000,11,1,3,100,1,10,0.8,0.05,TRUE,FALSE,0.9,1,NA
"988",12,1000,4,12,1,30,3,10,0.5,0.8,FALSE,FALSE,0.1,0.3,NA
"989",12,1000,3,2,10,30,3,100,0.3,0.3,TRUE,FALSE,0.3,0.632,NA
"990",12,1000,9,7,10,30,10,100,0.8,0.1,TRUE,TRUE,0.9,1,NA
"991",12,1000,10,3,30,30,3,30,0.8,0.5,TRUE,TRUE,0.5,0.1,NA
"992",12,1000,12,3,1,100,30,3,0.5,0.1,FALSE,FALSE,0.01,1,NA
"993",12,1000,1,2,30,3,3,100,0.1,0.8,TRUE,TRUE,0.5,0.3,NA
"994",12,1000,11,6,30,10,30,100,0.05,0.5,FALSE,FALSE,0.01,1,NA
"995",12,1000,7,7,30,3,3,100,0.05,0.5,TRUE,FALSE,1,0.7,NA
"996",12,1000,7,10,30,100,30,1,0.1,0.1,FALSE,TRUE,0.7,0.632,NA
"997",12,1000,12,5,1,3,30,100,0.3,0.3,FALSE,TRUE,0.632,0.5,NA
"998",12,1000,3,10,30,1,100,3,0.2,0.05,FALSE,FALSE,0.3,0.7,NA
"999",12,1000,9,8,1,3,3,1,0.1,0.05,TRUE,FALSE,1,0.5,NA
"1000",12,1000,12,6,30,3,30,10,0.5,0.05,TRUE,TRUE,1,0.632,NA
"1001",12,1000,6,10,30,3,30,30,0.3,0.1,TRUE,TRUE,0.01,0.5,NA
"1002",12,1000,1,4,10,10,3,1,0.5,0.2,TRUE,TRUE,0.1,0.1,NA
"1003",12,1000,10,8,100,30,3,30,0.05,0.2,FALSE,FALSE,0.01,0.01,NA
"1004",12,1000,12,8,100,30,3,10,0.2,0.1,TRUE,TRUE,1,0.01,NA
"1005",12,1000,6,3,10,10,100,100,0.2,0.8,TRUE,FALSE,0.632,0.01,NA
"1006",12,1000,3,10,3,1,10,10,0.3,0.05,TRUE,FALSE,0.3,0.5,NA
"1007",12,1000,12,9,100,1,1,1,0.05,0.2,TRUE,TRUE,0.3,0.01,NA
"1008",12,1000,3,9,1,100,1,1,0.8,0.5,FALSE,TRUE,0.9,0.01,NA
"1009",12,1000,2,11,10,100,100,3,0.1,0.1,TRUE,FALSE,0.01,0.1,NA
"1010",12,1000,3,6,1,3,100,3,0.1,0.2,FALSE,TRUE,0.3,0.01,NA
"1011",12,1000,11,5,10,30,10,30,0.8,0.05,TRUE,FALSE,1,1,NA
"1012",12,1000,5,11,1,100,100,30,0.05,0.05,FALSE,TRUE,0.632,1,NA
"1013",12,1000,10,4,100,30,100,1,0.5,0.8,FALSE,TRUE,1,0.5,NA
"1014",12,1000,12,1,3,30,100,10,0.8,0.3,TRUE,FALSE,1,0.9,NA
"1015",12,1000,5,2,100,100,30,3,0.5,0.8,TRUE,FALSE,0.1,0.1,NA
"1016",12,1000,8,9,1,100,3,100,0.5,0.05,TRUE,FALSE,0.7,0.5,NA
"1017",12,1000,7,6,100,10,100,100,0.1,0.2,FALSE,FALSE,1,1,NA
"1018",12,1000,10,3,30,100,30,30,0.1,0.1,FALSE,TRUE,0.5,0.3,NA
"1019",12,1000,7,5,10,1,1,1,0.3,0.2,FALSE,TRUE,0.3,0.01,NA
"1020",12,1000,12,1,30,30,3,10,0.2,0.05,TRUE,FALSE,0.01,0.01,NA
"1021",12,1000,5,1,30,10,100,3,0.3,0.2,FALSE,FALSE,0.1,0.01,NA
"1022",12,1000,3,12,100,1,100,3,0.5,0.8,FALSE,TRUE,0.01,0.9,NA
"1023",12,1000,6,3,1,1,100,30,0.8,0.2,TRUE,FALSE,1,0.5,NA
"1024",12,1000,8,1,30,100,3,10,0.2,0.05,TRUE,TRUE,0.01,0.9,NA
"1025",12,1000,6,2,10,30,30,10,0.3,0.2,FALSE,TRUE,0.7,0.1,NA
"1026",12,1000,6,8,100,10,3,1,0.2,0.05,FALSE,TRUE,0.1,0.3,NA
"1027",12,1000,11,6,3,3,3,100,0.1,0.5,FALSE,TRUE,0.632,0.9,NA
"1028",12,1000,10,9,30,100,3,3,0.8,0.2,TRUE,TRUE,0.632,0.9,NA
"1029",12,1000,1,3,3,100,3,3,0.3,0.1,TRUE,FALSE,1,0.7,NA
"1030",12,1000,9,8,1,100,100,1,0.1,0.8,TRUE,TRUE,0.7,0.9,NA
"1031",12,1000,2,12,100,30,100,3,0.05,0.1,FALSE,FALSE,0.7,0.7,NA
"1032",12,1000,6,2,10,3,10,1,0.8,0.2,TRUE,FALSE,0.5,0.632,NA
"1033",12,1000,6,12,3,10,100,1,0.5,0.05,TRUE,TRUE,0.3,0.632,NA
"1034",12,1000,1,7,1,30,30,1,0.5,0.8,TRUE,TRUE,0.632,0.01,NA
"1035",12,1000,9,6,1,30,100,30,0.8,0.5,FALSE,TRUE,0.01,0.1,NA
"1036",12,1000,5,4,3,100,10,100,0.1,0.1,FALSE,TRUE,0.3,0.01,NA
"1037",12,1000,11,2,3,30,10,30,0.2,0.8,FALSE,FALSE,0.9,0.5,NA
"1038",12,1000,8,9,10,30,3,30,0.5,0.1,FALSE,TRUE,0.1,0.7,NA
"1039",12,1000,2,7,100,30,3,30,0.05,0.5,FALSE,FALSE,0.1,0.632,NA
"1040",12,1000,11,3,100,3,10,10,0.1,0.1,FALSE,FALSE,0.632,0.1,NA
"1041",12,1000,4,10,100,1,30,1,0.1,0.05,FALSE,TRUE,0.9,1,NA
"1042",12,1000,2,12,3,3,3,10,0.05,0.3,TRUE,TRUE,0.7,0.3,NA
"1043",12,1000,5,11,1,3,3,30,0.05,0.2,TRUE,TRUE,0.7,0.01,NA
"1044",12,1000,4,11,3,100,100,1,0.8,0.05,FALSE,TRUE,0.9,1,NA
"1045",12,1000,7,8,30,100,30,100,0.05,0.5,FALSE,TRUE,0.9,1,NA
"1046",12,1000,11,5,3,100,1,1,0.1,0.5,FALSE,FALSE,0.3,0.01,NA
"1047",12,1000,11,12,30,10,1,30,0.3,0.3,TRUE,TRUE,1,0.3,NA
"1048",12,1000,5,6,1,3,30,3,0.2,0.8,TRUE,FALSE,0.7,0.1,NA
"1049",12,1000,9,7,1,30,3,1,0.1,0.1,TRUE,TRUE,0.3,0.5,NA
"1050",12,1000,8,9,1,30,1,100,0.05,0.05,TRUE,FALSE,0.01,0.7,NA
"1051",12,1000,5,8,3,1,100,10,0.2,0.8,TRUE,FALSE,0.01,0.632,NA
"1052",12,1000,10,9,1,100,30,100,0.5,0.3,FALSE,TRUE,1,0.9,NA
"1053",12,1000,12,3,1,100,1,30,0.2,0.5,TRUE,TRUE,1,0.5,NA
"1054",12,1000,2,5,1,3,10,100,0.3,0.3,TRUE,TRUE,0.5,0.9,NA
"1055",12,1000,6,5,3,10,3,1,0.3,0.2,TRUE,TRUE,0.5,0.7,NA
"1056",12,1000,2,12,100,100,3,100,0.1,0.2,FALSE,TRUE,0.1,0.9,NA
"1057",12,1000,7,4,100,10,3,3,0.5,0.3,FALSE,TRUE,0.5,0.3,NA
"1058",12,1000,9,10,100,30,30,3,0.05,0.8,TRUE,TRUE,0.5,0.632,NA
"1059",12,1000,10,12,1,10,100,30,0.3,0.5,TRUE,FALSE,0.7,0.01,NA
"1060",12,1000,7,10,100,30,30,3,0.3,0.3,FALSE,TRUE,0.3,0.1,NA
"1061",12,1000,6,10,1,30,100,10,0.2,0.1,TRUE,FALSE,0.7,0.3,NA
"1062",12,1000,1,7,30,1,100,100,0.1,0.8,FALSE,TRUE,0.5,0.5,NA
"1063",12,1000,11,12,1,100,30,1,0.2,0.1,TRUE,FALSE,0.1,0.632,NA
"1064",12,1000,1,10,100,30,10,100,0.3,0.1,TRUE,TRUE,1,0.1,NA
"1065",12,1000,6,8,1,10,30,100,0.3,0.1,FALSE,FALSE,0.9,0.7,NA
"1066",12,1000,5,7,100,30,30,30,0.5,0.2,FALSE,FALSE,0.5,1,NA
"1067",12,1000,11,8,100,100,3,3,0.1,0.3,FALSE,FALSE,0.5,0.632,NA
"1068",12,1000,11,7,30,100,100,30,0.05,0.3,FALSE,FALSE,1,0.3,NA
"1069",12,1000,5,3,30,3,10,3,0.2,0.8,FALSE,FALSE,0.3,0.9,NA
"1070",12,1000,9,8,100,1,3,3,0.5,0.8,TRUE,TRUE,0.7,0.3,NA
"1071",12,1000,3,6,30,1,10,30,0.1,0.2,FALSE,TRUE,0.01,0.5,NA
"1072",12,1000,8,10,100,100,10,10,0.05,0.8,TRUE,FALSE,0.7,1,NA
"1073",12,1000,3,1,1,10,100,30,0.05,0.2,TRUE,TRUE,0.3,1,NA
"1074",12,1000,7,7,100,10,30,30,0.3,0.5,FALSE,TRUE,1,1,NA
"1075",12,1000,8,7,3,3,3,3,0.3,0.05,TRUE,FALSE,0.632,0.3,NA
"1076",12,1000,8,6,30,100,1,30,0.05,0.2,FALSE,TRUE,0.9,0.1,NA
"1077",12,1000,4,2,3,10,3,10,0.8,0.8,FALSE,FALSE,0.3,0.5,NA
"1078",12,1000,6,8,1,100,3,10,0.1,0.8,FALSE,TRUE,0.1,0.7,NA
"1079",12,1000,6,1,3,10,100,10,0.05,0.05,FALSE,FALSE,0.5,0.7,NA
"1080",12,1000,3,4,3,30,100,30,0.3,0.2,TRUE,FALSE,0.9,0.9,NA
"1081",12,1000,6,10,100,3,100,100,0.5,0.1,FALSE,TRUE,0.632,0.632,NA
"1082",12,1000,11,10,10,3,1,100,0.1,0.05,TRUE,TRUE,0.7,0.01,NA
"1083",12,1000,8,5,100,1,30,30,0.8,0.2,FALSE,FALSE,0.9,0.9,NA
"1084",12,1000,2,9,30,1,100,1,0.05,0.1,TRUE,FALSE,0.5,0.5,NA
"1085",12,1000,11,12,10,10,1,30,0.3,0.3,FALSE,TRUE,0.3,1,NA
"1086",12,1000,6,11,3,30,1,1,0.3,0.05,TRUE,TRUE,0.632,1,NA
"1087",12,1000,12,9,30,10,1,30,0.5,0.5,FALSE,FALSE,0.01,0.7,NA
"1088",12,1000,7,12,10,3,10,10,0.1,0.1,TRUE,FALSE,0.632,1,NA
"1089",12,1000,1,12,100,100,10,100,0.8,0.1,FALSE,TRUE,0.01,0.01,NA
"1090",12,1000,11,10,1,100,1,30,0.05,0.5,FALSE,TRUE,0.01,0.1,NA
"1091",12,1000,9,9,3,1,30,10,0.3,0.1,TRUE,FALSE,0.01,0.1,NA
"1092",12,1000,12,10,3,3,1,3,0.8,0.2,TRUE,TRUE,0.01,0.3,NA
"1093",12,1000,4,3,100,30,100,10,0.3,0.2,TRUE,FALSE,0.632,0.01,NA
"1094",12,1000,9,10,30,3,30,100,0.05,0.1,TRUE,TRUE,0.7,0.632,NA
"1095",12,1000,12,9,10,30,1,30,0.05,0.5,TRUE,TRUE,1,0.5,NA
"1096",12,1000,5,4,3,1,100,30,0.5,0.8,TRUE,FALSE,0.632,0.7,NA
"1097",12,1000,6,5,1,1,100,3,0.5,0.8,FALSE,FALSE,0.7,0.9,NA
"1098",12,1000,8,12,10,1,30,30,0.1,0.5,FALSE,TRUE,0.1,0.3,NA
"1099",12,1000,11,10,30,30,1,10,0.1,0.8,FALSE,TRUE,0.5,0.01,NA
"1100",12,1000,4,3,1,100,100,30,0.1,0.3,TRUE,TRUE,0.5,0.7,NA
"1101",12,1000,10,6,30,10,1,1,0.5,0.05,FALSE,TRUE,0.01,0.1,NA
"1102",12,1000,10,8,3,3,30,1,0.05,0.1,TRUE,FALSE,0.3,0.9,NA
"1103",12,1000,9,9,3,1,30,10,0.2,0.2,TRUE,FALSE,0.632,0.9,NA
"1104",12,1000,4,1,10,100,1,1,0.1,0.05,FALSE,FALSE,0.632,0.3,NA
"1105",12,1000,9,4,100,1,10,10,0.5,0.05,TRUE,FALSE,0.5,0.5,NA
"1106",12,1000,11,2,3,30,100,3,0.1,0.1,TRUE,FALSE,0.5,0.3,NA
"1107",12,1000,9,9,100,100,30,30,0.5,0.05,FALSE,FALSE,0.01,0.9,NA
"1108",12,1000,8,3,10,100,1,100,0.3,0.3,TRUE,FALSE,1,0.3,NA
"1109",12,1000,2,8,1,30,30,1,0.8,0.1,TRUE,FALSE,0.5,0.632,NA
"1110",12,1000,7,12,30,100,3,1,0.1,0.1,FALSE,FALSE,0.1,0.1,NA
"1111",12,1000,9,1,10,1,30,3,0.05,0.1,TRUE,FALSE,0.5,0.7,NA
"1112",12,1000,5,8,10,10,30,30,0.2,0.2,FALSE,FALSE,0.9,0.01,NA
"1113",12,1000,3,10,1,3,100,3,0.3,0.5,FALSE,FALSE,0.5,0.3,NA
"1114",12,1000,10,2,100,30,30,100,0.5,0.1,FALSE,TRUE,0.9,0.3,NA
"1115",12,1000,6,5,10,3,3,30,0.8,0.3,FALSE,FALSE,0.5,1,NA
"1116",12,1000,8,12,3,3,3,1,0.05,0.8,TRUE,TRUE,0.5,0.1,NA
"1117",12,1000,6,8,10,100,100,100,0.1,0.8,FALSE,FALSE,0.5,0.1,NA
"1118",12,1000,8,7,1,10,1,30,0.8,0.5,TRUE,TRUE,0.01,0.5,NA
"1119",12,1000,7,12,30,30,3,10,0.3,0.1,TRUE,FALSE,1,0.9,NA
"1120",12,1000,4,11,3,100,30,10,0.2,0.05,FALSE,FALSE,0.5,0.632,NA
"1121",12,1000,11,1,3,100,3,1,0.05,0.5,TRUE,TRUE,0.7,0.1,NA
"1122",12,1000,1,1,1,3,3,100,0.5,0.2,TRUE,FALSE,0.9,0.3,NA
"1123",12,1000,12,12,3,10,100,30,0.3,0.8,FALSE,TRUE,0.1,0.632,NA
"1124",12,1000,11,8,30,30,1,100,0.8,0.05,TRUE,TRUE,0.9,0.632,NA
"1125",12,1000,10,2,1,3,10,1,0.2,0.5,TRUE,TRUE,0.632,0.7,NA
"1126",12,1000,9,10,3,10,1,1,0.2,0.2,FALSE,TRUE,0.9,0.1,NA
"1127",12,1000,9,4,1,100,100,10,0.3,0.3,TRUE,FALSE,0.3,0.632,NA
"1128",12,1000,9,12,1,100,30,3,0.05,0.8,FALSE,FALSE,1,0.9,NA
"1129",12,1000,10,2,1,100,100,30,0.8,0.5,TRUE,FALSE,0.1,1,NA
"1130",12,1000,10,7,10,3,30,100,0.3,0.3,TRUE,TRUE,0.3,0.5,NA
"1131",12,1000,11,7,3,10,1,1,0.8,0.05,FALSE,TRUE,0.3,0.3,NA
"1132",12,1000,11,12,10,100,3,100,0.2,0.8,FALSE,FALSE,0.9,0.632,NA
"1133",12,1000,12,7,3,100,100,1,0.5,0.2,TRUE,FALSE,1,0.9,NA
"1134",12,1000,7,11,3,30,30,100,0.05,0.2,TRUE,TRUE,1,0.7,NA
"1135",12,1000,7,9,3,100,10,10,0.2,0.5,FALSE,TRUE,0.1,0.9,NA
"1136",12,1000,4,4,1,30,1,30,0.2,0.3,TRUE,FALSE,0.9,0.632,NA
"1137",12,1000,8,12,1,10,100,10,0.8,0.2,TRUE,TRUE,0.3,0.3,NA
"1138",12,1000,4,8,3,10,1,3,0.3,0.5,TRUE,TRUE,0.9,0.01,NA
"1139",12,1000,2,12,30,100,10,30,0.3,0.2,FALSE,TRUE,1,0.7,NA
"1140",12,1000,4,11,30,1,1,100,0.05,0.05,TRUE,TRUE,0.632,0.3,NA
"1141",12,1000,6,9,3,10,1,100,0.3,0.05,TRUE,FALSE,0.632,0.01,NA
"1142",12,1000,11,4,30,30,1,30,0.1,0.3,TRUE,TRUE,0.5,0.632,NA
"1143",12,1000,2,1,10,1,1,1,0.3,0.05,FALSE,FALSE,0.01,0.01,NA
"1144",12,1000,5,12,100,30,1,100,0.3,0.2,TRUE,TRUE,0.7,1,NA
"1145",12,1000,9,9,30,10,3,30,0.1,0.8,FALSE,FALSE,1,0.3,NA
"1146",12,1000,7,2,10,100,3,1,0.2,0.8,TRUE,TRUE,0.5,0.5,NA
"1147",12,1000,11,3,1,3,10,100,0.05,0.8,FALSE,FALSE,0.3,0.01,NA
"1148",12,1000,7,12,100,3,1,1,0.3,0.1,TRUE,FALSE,0.632,0.7,NA
"1149",12,1000,9,9,3,1,10,3,0.3,0.5,FALSE,FALSE,0.632,0.3,NA
"1150",12,1000,9,4,30,3,30,100,0.8,0.3,FALSE,FALSE,0.3,0.632,NA
"1151",12,1000,2,11,30,30,10,3,0.5,0.3,FALSE,FALSE,0.01,0.1,NA
"1152",12,1000,9,8,10,1,3,1,0.05,0.3,TRUE,TRUE,0.1,0.7,NA
"1153",12,1000,4,4,1,1,10,3,0.8,0.05,TRUE,TRUE,0.01,0.7,NA
"1154",12,1000,6,1,100,3,30,30,0.1,0.1,FALSE,TRUE,1,0.5,NA
"1155",12,1000,10,1,3,10,1,1,0.5,0.3,FALSE,FALSE,0.01,0.9,NA
"1156",12,1000,11,4,3,100,1,1,0.2,0.1,TRUE,TRUE,0.5,0.1,NA
"1157",12,1000,4,9,1,1,100,100,0.3,0.05,FALSE,FALSE,0.9,0.632,NA
"1158",12,1000,3,4,10,100,1,3,0.2,0.2,FALSE,FALSE,0.01,0.01,NA
"1159",12,1000,1,5,100,10,3,3,0.8,0.8,TRUE,FALSE,0.3,0.1,NA
"1160",12,1000,6,5,30,1,3,30,0.2,0.05,FALSE,FALSE,1,1,NA
"1161",12,1000,3,7,100,100,100,100,0.3,0.8,FALSE,TRUE,1,0.3,NA
"1162",12,1000,10,5,3,30,10,1,0.1,0.1,TRUE,TRUE,0.1,0.3,NA
"1163",12,1000,10,2,1,100,1,1,0.2,0.8,TRUE,TRUE,0.1,0.632,NA
"1164",12,1000,12,6,10,100,1,3,0.1,0.3,TRUE,FALSE,0.1,1,NA
